id,genre
300803,Action|Adventure|Fantasy
328589,Comedy|Drama
228066,Drama|Science Fiction|Thriller
378373,Adventure|Drama|Family
291270,Animation|Comedy|Drama|Romance
294963,Horror|Western|Adventure|Drama
241257,Horror|Mystery|Thriller
245698,Drama
353326,Drama
346808,Thriller|Action
250124,Drama|Romance
290637,Horror|Thriller
244458,Horror|Thriller|Comedy|Crime
308504,Action|Adventure
314405,Romance|Fantasy|Horror
282984,Mystery|Drama
157843,Drama|History
275601,Comedy|Drama|Music
290762,Comedy|Drama|Romance
251516,Action|Comedy|Science Fiction|Fantasy
304372,Drama|Thriller
324807,Crime|Drama|Mystery|Thriller
252512,Drama|Comedy
257091,Comedy
228968,Drama|Action|Crime|Thriller
347969,Comedy|Western
237756,Comedy|Thriller
293646,History|Drama
245168,Drama|History
311291,Drama
301351,Drama|Music|Romance
248574,Adventure|Action|Comedy
225728,History|Drama|War
326425,Action|Thriller
342474,Comedy|Drama
277217,Music|Action|Adventure|Comedy|Family
207936,Music|Romance|Comedy
250734,Romance|Drama
249688,Drama
268238,Drama|Comedy
256962,Comedy|Drama|War
322456,Action|Adventure|Animation|Family
302528,Drama|Thriller
222936,Adventure|Comedy|Romance
316002,Romance|Comedy
365806,Action|Animation|Science Fiction
10317,Drama|Comedy
334538,Drama|Science Fiction
306947,Thriller
328901,Drama
382517,Animation|Comedy|Family|Adventure
310133,Thriller
237584,Thriller
288036,Comedy
354110,Western|Drama
331781,Documentary|Music
253161,Drama
312831,Fantasy|Horror
316322,Family|Animation
301846,Horror
306745,Romance|Drama
332340,Romance|Comedy
292431,Drama|Romance
300693,Drama
333381,Thriller
256924,Comedy|Drama|Music
253414,Comedy|Music|War
254172,Drama
320588,Comedy|Drama|Romance
157544,Thriller|Horror
283235,Drama
243938,Comedy
86835,Romance|Drama
254905,Drama
309242,Drama
332502,Mystery|Science Fiction|Thriller
286192,Animation|Comedy|Family|Fantasy|Music
284674,Thriller|Science Fiction
360055,Action
352179,Drama|Thriller
246127,Drama
338676,Drama|Horror|Science Fiction
330982,Mystery|Drama|Horror
232572,Drama|Adventure|Comedy
112454,Horror
243940,Thriller|Horror
321528,Action|Adventure|Animation
317744,Thriller
300792,Adventure|Documentary
239573,Comedy
167810,Fantasy|Thriller
319075,Music|Documentary
316042,War|Drama
334527,Thriller|Crime|Drama
300153,Drama
228203,Drama
332704,Horror|Mystery
278236,Drama
276839,Drama|Comedy
326215,Animation|Adventure|Comedy
363689,Thriller|Horror
318256,Documentary
299245,Horror|Thriller
333344,Drama|Comedy
357096,Horror|Thriller
309299,History|Drama
314385,Drama|Romance
333596,Drama
361042,Horror|TV Movie
353686,Thriller|Horror
318954,Action
289191,Drama|Thriller
324333,Crime|Drama
252164,Drama|Thriller
360784,Thriller|Horror
336313,Fantasy|Comedy|Animation
240483,Adventure|Science Fiction|Action
321494,Action
353595,Action|Adventure|Animation|Family
360603,TV Movie
264337,Action|Drama|Family
289716,Drama
296065,Horror|Thriller
337029,Horror|Thriller
317952,Drama|Documentary
325358,Comedy
272548,Comedy
340275,Music|Drama|Crime|Comedy
309887,Comedy|Action
302429,Music|Animation|Family|Fantasy
253331,Drama
293771,Horror|Science Fiction
323373,Comedy|Horror
323027,Action|Animation|Fantasy
297806,Drama|Music
253626,Action|Drama|Thriller
354251,Fantasy|Thriller|Horror|Science Fiction
329637,Action|Science Fiction|Adventure|Fantasy
257444,Thriller|Drama|Horror
355338,Animation|Family
271736,Drama
309581,Thriller|Drama
293970,Horror|Comedy
279690,Thriller|Horror|Comedy|Drama
364067,Comedy|Music
318922,Thriller|Comedy|Crime
335077,Family|Science Fiction|Action|Adventure
266639,Drama|Music|Adventure|Fantasy
274504,Thriller|Action|Drama
244316,Action|Horror|Thriller
352208,Documentary
283587,Drama|War
311539,Horror
277713,Drama
347945,Thriller|Mystery|Science Fiction
363483,Family|TV Movie
344854,Thriller|Horror
234212,Thriller|Horror
354220,Crime|Horror|Thriller
283596,Thriller|Drama|Comedy
250225,Drama
307479,Thriller|Action
339145,Drama
323660,Fantasy|Action|Adventure
308638,Drama|Comedy
359983,Family|TV Movie|Animation
300155,Thriller|Romance|Drama
328595,Science Fiction|Action
327528,Drama|Music
329540,Thriller|Action
306964,Horror
360387,Adventure|Action
362185,Thriller|Action|Drama
94365,Horror
241855,Horror|Romance|Science Fiction
322518,Thriller
291272,Horror
324963,Animation|Family|Fantasy
342927,Science Fiction|Action|Horror
361159,Horror|Action
365805,Thriller|Action|Horror
351964,Comedy|Romance
362057,Drama|Horror|Thriller
137333,Thriller|Drama|Science Fiction
317198,TV Movie|Adventure|Comedy
57876,Horror|Thriller|Science Fiction
339533,TV Movie|Action|Science Fiction
277546,Drama
308457,Science Fiction|Drama|Family
306482,Thriller|Drama
362105,Comedy|Horror
245846,Drama|Thriller
330112,Drama|Romance|Comedy
322766,Crime|Drama|Thriller
361931,Documentary
318224,Documentary
309503,Thriller|Drama
348811,War|Action
310135,Adventure|Action|Comedy|Science Fiction
355111,Animation|Music|Family
335866,Drama|Horror|Science Fiction|Thriller
295592,Animation|Documentary
335970,Comedy
366142,Animation
310121,Drama|Comedy
361263,Drama|TV Movie|Crime|Mystery
324308,Documentary
326923,Drama|TV Movie
356842,Thriller
339530,Science Fiction|Action|Horror
331190,Crime|Drama|Thriller
301729,Science Fiction|Thriller|Fantasy
395883,Action|Science Fiction
356300,Comedy
218784,Science Fiction|Comedy|Horror
310137,Thriller|Horror
342917,Action|Animation|Family
79698,Action|Adventure|Science Fiction|Romance
337960,Drama
296130,Science Fiction|Horror
327418,Action|Animation|Family
246133,Drama|Comedy
328869,Drama
308032,Thriller|Drama
329829,Drama|History|Romance
330544,Drama|Music|TV Movie
299551,Horror
207270,Thriller|Horror
307946,Drama
356905,Family|Adventure
318279,Adventure|Documentary
345637,Animation
284286,Romance|Comedy|Drama
340816,Romance|Comedy
206197,Mystery|Drama|Thriller
331446,TV Movie|Horror|Science Fiction
351901,Action|Thriller
357681,Documentary
333657,Drama
336845,Drama|Crime
343795,Drama
294562,Horror|Science Fiction|TV Movie
306197,Drama|Comedy
297556,Science Fiction|Action|Animation|Adventure
354743,Romance|Drama
157422,Horror
316885,Drama
228973,Drama|Horror|Thriller
323967,Drama|Comedy
320048,Drama|Thriller|Horror
359305,Drama|Thriller|Mystery
329004,Drama|Science Fiction|Thriller
362180,Horror
343284,Comedy|Horror
243752,Romance|Comedy
291866,Horror|Science Fiction|Thriller
330127,History|Documentary|Family
323694,Horror|Comedy|Romance
334028,Horror
354924,Horror|Thriller
368256,Horror
324291,Drama|Comedy
347847,Science Fiction|Horror
295490,Drama
253406,Music|Comedy|Drama
291865,Horror
334531,Drama
324803,Thriller
339355,Comedy
309304,Drama|Comedy
339342,Horror
306966,Horror
226458,Thriller|Horror
339148,Romance|Comedy
340684,Romance|Drama
340968,History|Crime|Drama
347754,Horror|Thriller
326284,Action
317144,Drama|Thriller
277558,Action|Drama|Thriller
338928,Documentary
291189,Romance|Drama|Comedy|Mystery
309425,Fantasy|Drama
287689,TV Movie|Comedy
325189,Comedy|Music
298582,History|Drama|Family
301228,Thriller|Mystery|Science Fiction
343934,Comedy
296025,Drama
371442,Comedy
325173,Crime|Action
282313,Science Fiction|Drama|Thriller
300542,Drama|Mystery|Thriller
309924,Comedy
348634,Comedy|TV Movie|Romance
318044,Documentary|Music
259958,Drama
316715,Drama
308027,Comedy
279144,Documentary
355020,Documentary
323665,Mystery|Thriller|Horror|Science Fiction
358895,Drama|Romance
347548,Thriller|Horror|Science Fiction
353345,Horror
323370,Horror|Science Fiction|Thriller
337958,Comedy|Drama|Romance
333674,Drama|Thriller|Horror
301728,Horror|Science Fiction|Thriller
366018,Romance|Music|TV Movie|Comedy
256030,Horror
356149,Horror
300666,Drama|Music
347642,Horror
373558,Documentary|Music
367326,Science Fiction|Comedy|Animation|Family
329205,Thriller|Horror
386501,Drama|Comedy
321769,Documentary
251471,Documentary
174340,Documentary
309298,Comedy
285840,Mystery|Horror|Comedy
308077,Drama
321109,Documentary
341886,Science Fiction|Horror
308024,Mystery|Comedy
356216,Crime
311615,Comedy|Action|Adventure
333873,Documentary
362154,Thriller|Crime
293941,Drama|Science Fiction|Thriller
360203,Action|Crime|Drama|Thriller
294132,Comedy
301629,Comedy
331592,Drama|Thriller|Science Fiction
342464,Drama|Family
332976,Thriller|Action|Adventure|Crime
367551,Action|Comedy|Science Fiction
353610,Action
316410,Thriller|Drama
106845,Horror|Science Fiction
339362,Action|Comedy|Romance
323966,Crime|Action
354857,Comedy|TV Movie|Animation|Science Fiction
333653,TV Movie|Drama
323366,Thriller|Horror|Mystery
75861,Drama|Music
283698,Drama
363889,Comedy|Horror
329020,Horror|Animation|Mystery
323272,Drama
343921,Drama|Thriller
361671,Drama
346494,Comedy|Drama
321974,Documentary|Music
363757,Romance|Comedy
328820,Thriller
359255,Thriller|Horror
355178,Comedy
310491,Drama
319096,Romance|Drama|Music
285024,Drama
360341,Music|Documentary
329556,Action|Crime|Drama|Thriller
241927,Horror
347751,Drama|Horror
287692,Horror
321668,Science Fiction|Horror
315024,Action|Science Fiction
323674,Romance|Drama
345944,Documentary
300686,Drama
324253,Documentary
395560,Drama|History|Thriller|Science Fiction
312827,Horror|Documentary
308084,Comedy|Drama
268725,Thriller|Horror
308361,Drama|Thriller
327029,Action|Adventure|Science Fiction
249916,Romance|Comedy|Drama
331161,Drama|Comedy
339065,Documentary
244563,Drama
360605,Fantasy|Adventure|Comedy
315855,Romance|Comedy|Drama|Mystery
319152,Documentary
369058,Romance|TV Movie
347762,Horror
325113,Drama
336167,Mystery|Horror|Thriller
320996,Comedy
312797,Thriller
312804,Drama
339751,Documentary
333350,Documentary
351043,Thriller|Mystery|Drama|Horror
224972,Documentary
295595,Music|Drama|Documentary|Crime
371758,Mystery|Drama
317981,Comedy|Horror
309889,Horror|Thriller
333103,Comedy
263105,Drama|Romance|Comedy
319076,Documentary
309063,Horror
278247,Drama
355131,Documentary|Science Fiction
332839,Thriller|Drama
367215,Thriller|Documentary
261860,Documentary
362434,Horror
371759,Drama|Science Fiction|Comedy
316761,Documentary
341077,Thriller|Drama|Action|Crime
321160,Comedy|Romance
330037,Family|Action|Drama
347944,Horror
373977,Thriller|TV Movie|Science Fiction|Drama
279972,Thriller|Mystery|Horror|Fantasy
306952,Comedy|Drama|Romance
339060,Mystery|Drama|History|Family|Thriller
362439,Horror
355600,Music|Documentary
346170,Horror|Thriller
308447,Animation|Comedy|Family
348035,Comedy
298032,Crime|Thriller|Action|Horror
371833,Drama|Horror
295886,Drama
300654,Thriller|Adventure|Drama
365717,Comedy
321594,Comedy
307931,Documentary
340247,Action|Drama
326665,Comedy
332706,Drama
333377,Documentary
275696,Drama
326247,Drama|Horror
333287,Romance|Comedy
318973,Thriller|Crime|Documentary
273899,Drama
321039,Horror|Thriller|Science Fiction
345468,Drama|Horror|Thriller
269033,Comedy|Drama
319091,Documentary
323435,Thriller|Drama|Fantasy
318225,Documentary
363480,Drama|TV Movie
291290,Thriller|Drama
352552,Documentary
343981,Documentary
366929,Romance|War|Documentary|Drama
341051,Horror
319067,Documentary|History
332177,Action
254800,Music|Drama
291151,Drama|Thriller|Horror|Mystery
332479,Science Fiction|Action|Animation
299780,Drama|Comedy
348296,Comedy
357974,Comedy
347258,Thriller|Science Fiction
312793,Science Fiction|Comedy
340361,Comedy
306943,Comedy
324325,Family|Documentary
321640,Documentary
309919,Thriller|Mystery|Horror|Drama
303867,Animation|Comedy|Science Fiction
325365,Documentary
330916,Drama
273599,Drama|Thriller
333620,Thriller
325843,Drama|Comedy
253303,Horror|Comedy|Drama
356846,Drama|TV Movie
331501,Science Fiction|Mystery|Horror|Thriller
329289,Horror
334682,Documentary
356335,Documentary
339928,Comedy|Drama|Family
367735,Comedy
266764,Documentary
328346,Documentary
333346,Documentary
157336,Adventure|Drama|Science Fiction
118340,Action|Science Fiction|Adventure
100402,Action|Adventure|Science Fiction
245891,Action|Thriller
131631,Science Fiction|Adventure|Thriller
122917,Adventure|Fantasy
177572,Adventure|Family|Animation|Action|Comedy
205596,History|Drama|Thriller|War
198663,Action|Mystery|Science Fiction|Thriller
194662,Drama|Comedy
210577,Mystery|Thriller|Drama
228150,War|Drama|Action
181533,Adventure|Comedy|Fantasy|Family
157350,Action|Science Fiction|Thriller
127585,Action|Adventure|Fantasy|Science Fiction
240832,Action|Science Fiction
98566,Science Fiction|Action|Adventure|Fantasy|Comedy
225886,Comedy
242582,Crime|Drama|Thriller
91314,Science Fiction|Action|Adventure
120467,Comedy|Drama
244786,Drama|Music
119450,Science Fiction|Action|Drama|Thriller
156022,Thriller|Action|Crime
227159,Comedy
102382,Action|Adventure|Fantasy
137113,Action|Science Fiction
228967,Action|Comedy
190859,War|Action
147441,Adventure|Drama|Action
124905,Action|Science Fiction|Thriller
102651,Fantasy|Adventure|Action|Family|Romance
254904,Crime|Action|Thriller
242512,Horror
82702,Fantasy|Action|Adventure|Animation|Comedy
270303,Thriller|Horror
138103,Action|Adventure|Thriller
137106,Adventure|Fantasy|Animation|Comedy|Action
72784,Thriller
68737,Adventure|Fantasy
266856,Drama|Romance
193893,Comedy
49017,Horror|Action|Drama|Fantasy|War
270946,Family|Animation|Adventure|Comedy
224141,Fantasy|Comedy|Music
53182,Action|War
227156,Drama|Science Fiction
187017,Crime|Comedy|Action
169917,Crime|Drama|Mystery|Thriller
116149,Comedy
284276,Drama
212778,Comedy
238636,Horror|Thriller
218043,Thriller|Action|Science Fiction
85350,Drama
241239,Action|Thriller|Crime|Drama
184315,Action|Adventure
86834,Drama|Adventure
205587,Drama
256092,Action|Comedy|Crime
232672,Comedy
195589,Comedy
249164,Drama
243683,Romance|Drama|Music
200727,Comedy|Romance
222935,Romance|Drama
244267,Science Fiction|Drama
168530,Action|Comedy
244761,Thriller
171274,Comedy|Romance|Crime|Drama|Mystery
137094,Action|Drama|Thriller
225574,Action|Thriller|Mystery
206487,Science Fiction|Thriller
262543,Thriller|Science Fiction
321068,Action|Adventure|Fantasy
154400,Drama|Crime
97020,Science Fiction|Action
157353,Thriller|Science Fiction|Drama|Mystery
193610,Comedy|Romance
82703,Animation|Adventure|Family
286532,Comedy
189,Crime|Thriller
297270,Adventure|Animation|Family
172385,Animation|Adventure|Comedy|Family
100042,Comedy
204922,Mystery|Thriller
152760,War|Drama|History|Action
227306,Drama|War
273895,History|Drama
265177,Drama
255343,Thriller|Romance
175112,Animation|Family
228970,Drama
76649,Action|Adventure|History|Romance|Drama
239571,Drama|Romance
196867,Music|Comedy|Drama|Family
207933,Horror|Thriller
228326,Romance|Animation|Adventure|Comedy|Family
239563,Comedy
136797,Action|Crime|Drama|Thriller
286554,Romance|Comedy
262338,Thriller|Crime|Action
228194,Drama
170687,Animation|Comedy|Family|Fantasy
87093,Drama
241254,Thriller|Action
246080,Adventure
110416,Family|Animation|Fantasy
253980,Comedy|Action|Drama|Thriller|Fantasy
242095,Thriller|Science Fiction
157825,Thriller|Drama
216282,Action|Thriller
289720,Action
192102,Action|Drama|Thriller|Crime
218836,Animation|Comedy|Adventure|Family
252178,Thriller|Action|Drama|War
144336,Action|Drama|Thriller|Crime
188161,Comedy|Western
255157,Thriller|Crime|Drama
171372,Comedy|Drama|Mystery
244506,Drama
136835,Thriller
284293,Drama
256274,Horror|Thriller
87492,Drama|Thriller
277547,Comedy|Romance
226857,Drama|Romance
157845,Crime|Drama
184098,Comedy|Romance
271674,Drama|Romance|War
192149,Thriller
187596,Comedy
181886,Thriller|Mystery
250546,Horror
328763,Drama|Horror|Thriller
261103,Family|Animation
100241,Horror|Thriller
225565,Comedy|Romance
192132,Drama
200505,Drama
254473,Action|Crime|Drama
242224,Drama|Thriller|Horror
226486,Comedy
286519,Drama
164251,Drama
284689,History|Drama|War
250066,Action
169298,Action|Crime|Thriller
244772,Drama
260339,Mystery|Drama|Action|Crime
283384,Thriller
137321,Drama|Fantasy|Mystery|Romance
234200,Drama|Comedy
244264,Romance|Comedy
241848,Mystery|Thriller|Action
259611,Western|Drama
238215,Fantasy|Comedy|Drama
188166,Crime|Thriller
253344,Comedy
256917,War|Drama
171424,Horror|Thriller
229297,Comedy|Drama|Romance
192712,Drama|Action
218778,Family|Comedy
239678,Drama|Comedy
264656,Western|Drama
294652,Action|Crime|Drama|Thriller
244509,Drama|Thriller
146015,Thriller|Drama
227783,Animation|Comedy|Family|Adventure
327833,Thriller|Action|Drama
151368,Thriller|Action|Crime
230179,Action|Adventure
242076,Crime|Drama|Thriller
209451,Music|Drama
222899,Comedy|Romance
198185,Drama
231576,Drama|Comedy
244539,Comedy|Drama
240745,Drama
287587,Drama|Comedy
285135,Science Fiction|TV Movie
283350,Drama|Romance|Comedy
97370,Thriller|Science Fiction|Drama
177494,Comedy|Drama|Crime
254375,Adventure|Drama|Comedy
235260,Drama
250657,Documentary
242643,Thriller|Animation|Action|Crime
242042,Comedy|Drama|Romance
217993,Animation
157834,Drama|Fantasy|Science Fiction
253306,Horror|Comedy|Thriller
288281,Thriller
232679,Drama
260202,Thriller|Drama|Action|Mystery
256835,Animation|Family
293299,Romance|Comedy|Animation|Drama|Family
289891,Drama
270302,Drama|Thriller
251852,Thriller
215211,Romance|Drama
177047,Drama
276844,Drama|Comedy|Romance
226448,Drama|Romance|Science Fiction
255268,Action
201086,Comedy
297596,Thriller|Drama
193612,Horror
242310,Action|Crime|Thriller
157849,Thriller
284296,Drama|Comedy
239566,Drama|Music
282813,Horror
184346,Thriller|Crime|Horror
246860,Drama
245916,Thriller|Crime|Drama|Mystery
157832,Drama
273271,Thriller|Science Fiction
245906,Comedy
246741,Comedy|Horror
276902,Thriller
254191,Horror
209276,Drama
253312,Drama|Comedy|Science Fiction
210479,Drama|Thriller
246400,Music|Documentary|Drama
227735,Family|Drama
206821,Comedy|Drama
252830,Action|Drama
152790,Drama|Comedy
244536,Thriller|Drama
288158,Thriller|Horror|Drama
244517,Drama
203834,Thriller|Horror
145220,Comedy|Adventure|Crime|Family
290542,Drama
263986,Horror|Fantasy|Thriller
239568,Comedy
258750,Thriller|Action
297608,Horror|Mystery|Thriller
246403,Comedy|Drama|Horror
243684,Drama|Comedy
287426,Drama
303623,Comedy
228496,Horror
276843,Comedy
269173,Thriller|Action|Science Fiction
227300,Action|Comedy|Thriller
286521,Drama
184345,Comedy|Horror
271714,Drama|Music
236751,Drama
251994,Drama
256474,Action|Crime|Thriller
243568,Drama|Mystery|Thriller
145221,Thriller|Drama|Science Fiction
157823,Thriller|Drama
286875,Family
242022,Comedy
285733,Adventure|Animation|Family|Fantasy
284294,Drama
293310,Documentary
283227,Drama|Romance
214314,Documentary|Family
272692,Horror
287084,Thriller|Horror
188207,Action|Adventure
157851,Drama
254474,Horror|Action|Comedy
155084,Horror|Thriller
280000,Thriller|Horror|Mystery
253235,Comedy|Drama|Romance
245700,History|Drama
258805,Fantasy|Comedy
286873,Adventure
290555,Horror|Action
313867,Comedy
255798,Comedy|Horror
203739,Action|Fantasy|Comedy|Horror|Mystery
157829,Drama
244566,Romance|Comedy|Horror
283686,Thriller|Horror
280690,Romance|Action|Comedy
245473,Action|Drama|Romance|TV Movie
253310,Comedy
250538,Drama
256731,Drama|Action|Crime
312791,Horror|Thriller
253272,Crime|Comedy
193726,Horror
248504,Thriller|Horror|Science Fiction
244268,Drama
267863,Comedy|Romance|Music
52653,Thriller
230266,Drama
261375,Romance
190469,Action|Comedy|Crime|Thriller
259018,Comedy
259072,Horror
284537,Drama|Comedy
312526,Thriller|Action|Science Fiction
258099,Comedy|Drama|Romance
275060,Drama
285843,Thriller|Drama|Romance
250535,Family|Comedy
243531,Action|Thriller
277597,Action
240916,Crime|Thriller
254024,Thriller|Drama
239562,Drama|Comedy
244783,Drama
250388,Action|Crime|Thriller
252171,Horror|Romance
253254,Drama
210947,Horror|Thriller
254263,Animation|Family
235271,Drama|Thriller
241771,Drama
259956,Drama
299582,TV Movie|Romance|Family
141043,Comedy|Drama
298865,Horror
266537,Comedy|Romance
228358,Mystery|Horror|Thriller
252680,Comedy
251519,Animation|Action|Adventure
238603,Family|Adventure|Science Fiction
259963,Drama
270938,Adventure|Action
258086,Thriller|Horror|Mystery
275318,Fantasy|Adventure
245859,Comedy|Drama|Music
256740,Action|Drama|Thriller
249260,Action|Horror|Science Fiction
215379,Western|Action|Drama|Science Fiction
293633,Thriller|Drama
297961,TV Movie|Crime|Mystery|Thriller
233470,Crime|Drama|Family|Romance
248774,Comedy|Romance
292177,Family|Animation|Music
242166,Action|Thriller
156597,Horror
313074,Drama|Action|Adventure
275985,Comedy
286654,Thriller
238475,Comedy
284536,Thriller|Crime|Drama
257447,Action|Drama
283691,Adventure|Science Fiction|Action|Thriller
270005,Crime|Drama|Thriller
254023,Drama|Comedy
208869,Drama|Action|Comedy|Crime
268060,Thriller|Drama
209185,Comedy
282041,Documentary
157847,Drama
300706,Comedy
265016,Horror|Science Fiction
146243,Horror
289314,Drama
254194,Horror
261101,Drama
253295,Documentary|Drama
82657,Thriller|Horror|Mystery
287415,Drama|Thriller|Action
259954,Comedy|Romance
94590,Science Fiction|Adventure|Comedy
199575,Science Fiction|Drama|Thriller
174337,Comedy|Drama
299939,Horror|Science Fiction
236399,Drama|Mystery|Thriller|TV Movie
279171,Drama|Crime|TV Movie
271164,Music|Romance|Drama
270654,Science Fiction
206296,Comedy|Drama|Music|Romance
157099,Drama|Comedy
157424,Horror
211076,Thriller|Crime|Drama
276401,Romance|Drama
241843,Action|Comedy|Horror
297680,Thriller|Horror|Science Fiction
126172,Horror
249923,Comedy
293894,Thriller|Horror
212231,Drama
256687,Action|Drama|Thriller
268171,Comedy|Family|Romance
289727,Romance|Comedy
253849,Thriller|Crime
330115,Comedy|Drama
276496,Drama
290999,Horror
249660,Drama
302828,War|Adventure
305091,Documentary
99367,Comedy
294308,Horror
281418,Thriller|Crime|Drama
299969,Documentary
290729,Thriller|Action
285549,Fantasy|Horror
259910,TV Movie|Documentary
267806,Horror|Thriller
276908,Science Fiction|Comedy|Drama|Romance
242090,Romance|Comedy|Drama
289416,Thriller|Horror
265010,Horror|Mystery|Thriller
276901,Drama
257117,Horror|Thriller
113833,Drama
243526,Thriller|Drama
79316,Horror
285387,Drama|Thriller|Action|Crime
258284,Thriller|Drama|Crime|Mystery
284284,Drama|Western
294093,Adventure|Science Fiction|Fantasy|Family
304336,Drama
276488,Horror
319389,Romance|Comedy
278774,Family|Fantasy|Comedy|Romance
286709,Drama|Action|Crime
282672,Romance|Drama
306650,Thriller|War|Adventure|Drama
253675,TV Movie|Documentary
305932,Comedy
255491,Comedy
114750,Drama|Comedy
252102,Comedy|Adventure
209269,Mystery|Thriller|Crime
269650,Animation|Science Fiction|Action
216580,Action|Drama|Horror|Thriller
114155,Drama
259074,Thriller
249021,Action|Science Fiction
258893,Animation|Comedy|Family|Mystery
304613,Horror
269100,History|Documentary|Animation
124470,Horror
282296,Romance|Comedy|Drama
293262,Documentary
274820,Drama
275619,Thriller|Science Fiction|Action
244403,Music|Drama|Comedy
251232,Adventure|Romance|Drama
283589,Action|Adventure|Thriller|Romance
286548,Action
289394,TV Movie|Drama|History
200511,Drama|Crime|Thriller
214087,Drama
250766,Documentary
260001,Romance|Comedy
180305,Thriller|Horror
254193,Thriller|Horror
253251,Comedy|Drama|Romance
289712,Horror
286668,Action
263855,War|Drama
169607,Documentary
243352,Drama
270771,Horror|Thriller|Action
249170,Documentary
225044,Music|Drama
230779,Drama
244260,Drama
209416,Documentary
250658,Documentary
256346,Adventure|Animation|Science Fiction
253292,Documentary
262788,Adventure|Family
