id,actor
353326,Jeremy Irons|Dev Patel|Toby Jones|Stephen Fry|Jeremy Northam
346808,Olga Kurylenko|Morgan Freeman|James Purefoy|Jenna Saras|Lee-Anne Summers
250124,Bel Powley|Kristen Wiig|Alexander SkarsgÃ¥rd|Christopher Meloni|Margarita Levieva
290637,Nicolas Cage|Sarah Wayne Callies|Veronica Ferres|Lyriq Bent|Lauren Beatty
244458,Ryan Reynolds|Gemma Arterton|Anna Kendrick|Jacki Weaver|Ella Smith
308504,Clive Owen|Morgan Freeman|Aksel Hennie|Shohreh Aghdashloo|James Babson
314405,Salma Hayek|Vincent Cassel|John C. Reilly|Toby Jones|Shirley Henderson
282984,Emma Stone|Joaquin Phoenix|Jamie Blackley|Parker Posey|Meredith Hagner
157843,Nicole Kidman|James Franco|Robert Pattinson|Damian Lewis|Jenny Agutter
275601,Meryl Streep|Kevin Kline|Mamie Gummer|Sebastian Stan|Audra McDonald
290762,Drew Barrymore|Toni Collette|Dominic Cooper|Jacqueline Bisset|Paddy Considine
251516,David Sandberg|Jorma Taccone|Leopold Nilsson|Andreas Cahling|Helene Ahlson
304372,Michael Ealy|Sanaa Lathan|Morris Chestnut|Kathryn Morris|Rutina Wesley
324807,Tilda Swinton|Matthias Schoenaerts|Ralph Fiennes|Dakota Johnson|Aurore ClÃ©ment
252512,Ben Stiller|Naomi Watts|Adam Driver|Amanda Seyfried|Charles Grodin
257091,Will Ferrell|Kevin Hart|Alison Brie|Craig T. Nelson|T.I.
228968,Anthony Hopkins|Jim Sturgess|Sam Worthington|Ryan Kwanten|Mark van Eeuwen
347969,Adam Sandler|Taylor Lautner|Steve Buscemi|Terry Crews|Danny Trejo
237756,Teresa Palmer|Simon Pegg|Luke Hemsworth|Sullivan Stapleton|Alice Braga
293646,Antonio Banderas|Rodrigo Santoro|Juliette Binoche|James Brolin|Lou Diamond Phillips
245168,Carey Mulligan|Helena Bonham Carter|Meryl Streep|Ben Whishaw|Brendan Gleeson
311291,Charlotte Rampling|Tom Courtenay|Dolly Wells|Geraldine James|David Sibley
301351,Zac Efron|Emily Ratajkowski|Wes Bentley|Nick Rotteveel|Alessandro Lindblad
248574,Hailee Steinfeld|Sophie Turner|Jessica Alba|Samuel L. Jackson|Dove Cameron
225728,Michael Fassbender|Marion Cotillard|Paddy Considine|Sean Harris|Jack Reynor
326425,Bruce Willis|Gina Carano|Kellan Lutz|D. B. Sweeney|Dan Bilzerian
342474,Katherine Heigl|Tom Wilkinson|Alexis Bledel|Grace Gummer|Linda Emond
277217,Booboo Stewart|Dove Cameron|Keegan Connor Tracy|Stephanie Bennett|Dan Payne
207936,Joe Manganiello|Jason Sudeikis|Blythe Danner|Rebecca Hall|Dianna Agron
250734,Carey Mulligan|Matthias Schoenaerts|Michael Sheen|Tom Sturridge|Juno Temple
249688,Jason Segel|Jesse Eisenberg|Anna Chlumsky|Mamie Gummer|Joan Cusack
268238,Dev Patel|Judi Dench|Richard Gere|Maggie Smith|Bill Nighy
256962,Jakob Salvati|Emily Watson|Cary-Hiroyuki Tagawa|Michael Rapaport|David Henrie
322456,Nolan North|Troy Baker|Diedrich Bader|Khary Payton|James Arnold Taylor
302528,Christopher Plummer|Martin Landau|Dean Norris|Henry Czerny|Bruno Ganz
222936,Bradley Cooper|Emma Stone|Rachel McAdams|John Krasinski|Bill Murray
316002,Jake Gyllenhaal|Jessica Biel|James Marsden|Catherine Keener|Paul Reubens
365806,Steve Downes|Jen Taylor|Michelle Lukes|Travis Willingham|Brittany Uomoleale
10317,Sandra Bullock|Anthony Mackie|Billy Bob Thornton|Zoe Kazan|Scoot McNairy
334538,Ellen Page|Evan Rachel Wood|Max Minghella|Callum Keith Rennie|Michael Eklund
306947,Michiel Huisman|Logan Marshall-Green|Tammy Blanchard|Mike Doyle|John Carroll Lynch
328901,Dakota Fanning|Theo James|Richard Gere|Clarke Peters|Brian Anthony Wilson
382517,Garry Chalk|Kathleen Barr|Willa Townsend|Melissa Sturm|Trevor Devall
310133,Kevin Bacon|James Freedson-Jackson|Hays Wellford|Shea Whigham|Camryn Manheim
237584,Oscar Isaac|Garrett Hedlund|Mark Wahlberg|Walton Goggins|Louise Bourgoin
288036,Jason Sudeikis|Alison Brie|Adam Scott|Natasha Lyonne|Amanda Peet
354110,Demi Moore|Kiefer Sutherland|Donald Sutherland|Brian Cox|Siobhan Williams
331781,Amy Winehouse|Mark Ronson|Tony Bennett|Pete Doherty|Blake Fielder
253161,Mia Wasikowska|Ezra Miller|Laura Carmichael|Henry Lloyd-Hughes|Paul Giamatti
312831,Joseph Mawle|Bojana NovakoviÄ‡|Michael McElhatton|Gary Lydon|Stuart Graham
316322,Britt Irvin|Michael Kopsa|Kelly Sheridan
301846,Ed Speleers|Shauna Macdonald|Elliot Cowan|Holly Weston|Amit Shah
306745,Julianne Moore|Ellen Page|Steve Carell|Michael Shannon|Luke Grimes
332340,Simon Pegg|Lake Bell|Rory Kinnear|Ken Stott|Harriet Walter
292431,Karl Glusman|Aomi Muyock|Klara Kristin|Juan Saavedra|Gaspar NoÃ©
300693,Robert Redford|Cate Blanchett|Elisabeth Moss|Topher Grace|Dennis Quaid
333381,Rosamund Pike|Rumer Willis|Nick Nolte|Scout Taylor-Compton|Shiloh Fernandez
256924,Al Pacino|Annette Bening|Jennifer Garner|Bobby Cannavale|Christopher Plummer
253414,Bill Murray|Zooey Deschanel|Bruce Willis|Kate Hudson|Taylor Kinney
254172,Amanda Seyfried|Kylie Rogers|Russell Crowe|Aaron Paul|QuvenzhanÃ© Wallis
320588,Sally Field|Max Greenfield|Beth Behrs|Stephen Root|Natasha Lyonne
157544,Olivia Taylor Dudley|Michael PeÃ±a|Djimon Hounsou|Dougray Scott|Peter Andersson
283235,Andrew Garfield|Laura Dern|Michael Shannon|Tim Guinee|J.D. Evermore
243938,Rob Corddry|Craig Robinson|Clark Duke|Adam Scott|Chevy Chase
86835,Christian Bale|Cate Blanchett|Natalie Portman|Brian Dennehy|Antonio Banderas
254905,Al Pacino|Chris Messina|Holly Hunter|Harmony Korine|Natalie Wilemon
309242,Ryan Reynolds|Ben Mendelsohn|Sienna Miller|Analeigh Tipton|Alfre Woodard
332502,Caity Lotz|Brandon Routh|Tom Cavanagh|Dane Cook|Ben Feldman
286192,Napua Greig|Kuana Torres Kahele
284674,Norman Reedus|Djimon Hounsou|Sandrine Holt|Peter Benson|Michael Hogan
360055,Matthew Reese|Dolph Lundgren|Danielle Chuchran|Chuck Liddell
352179,Adrien Brody|Salma Hayek|Gabriella Wright|Shohreh Aghdashloo|Bashar Rahal
246127,James Franco|Rachel McAdams|Charlotte Gainsbourg|Marie-JosÃ©e Croze|Peter Stormare
338676,Matthew Fox|Jeffrey Donovan|Quinn McColgan|Valeria Vereau|Clara Lago
330982,BÃ©rÃ©nice Bejo|Liam Cunningham|Robert Pattinson|Stacy Martin|Yolande Moreau
232572,Robert Redford|Nick Nolte|Emma Thompson|Nick Offerman|Kristen Schaal
112454,Peter Stormare|Laura Allen|Elizabeth Whitmere|Christian Distefano|John MacDonald
243940,Olivia Wilde|Mark Duplass|Donald Glover|Evan Peters|Sarah Bolger
321528,Jason O'Mara|Stuart Allan|David McCallum|Sean Maher|Jeremy Sisto
317744,Dermot Mulroney|Kandyse McClure|Isabel Lucas|Graham Rogers|Nick Jonas
300792,Elon Musk|Jane Goodall|Louie Psihoyos|Leilani Munter|Charles Hambleton
239573,Vince Vaughn|Dave Franco|James Marsden|June Diane Raphael|Sienna Miller
167810,Christina Hendricks|Saoirse Ronan|Eva Mendes|Matt Smith|Iain De Caestecker
319075,Kurt Cobain|Dave Grohl|Courtney Love|Krist Novoselic
316042,Paul Gross|Rossif Sutherland|Clark Johnson|Allan Hawco|Christine Horne
334527,Dan Stevens|John Travolta|Michael Pitt|Jackie Earle Haley|Travis Aaron Wade
300153,Robert Pattinson|Dane DeHaan|Joel Edgerton|Ben Kingsley|Kelly McCreary
228203,Kevin Costner|Ramiro Rodriguez|Carlos Pratts|Johnny Ortiz|Rafael Martinez
332704,Adrien Brody|Sam Neill|Bruce Spence|Robin McLeavy|Jenni Baird
278236,Asa Butterfield|Rafe Spall|Sally Hawkins|Eddie Marsan|Jo Yang
276839,Katherine Heigl|Patrick Wilson|Jordana Brewster|Kevin McKidd|Bryce Johnson
326215,Tara Flynn|Alan Stanford|Martin Sheen|Amy Grant|Patrick Fitzsymons
363689,Jodelle Ferland|Sunny Suljic|Neal McDonough|Matt Bellefleur|Fulvio Cecere
318256,Rachel Bernard|Belle Knox|Tressa Silguero|Kendall Plemons
299245,Cassidy Gifford|Ryan Shoos|Pfeifer Brown|Reese Mishler|Price T. Morgan
333344,Matthew Broderick|Alice Eve|Phil Burke|Gia Crovatin|Monique Candelaria
357096,Sarah Butler|Jennifer Landon|Doug McKeon|Gabriel Hogan|Harley Jane Kozak
309299,Peter Sarsgaard|Winona Ryder|Edoardo Ballerini|Jim Gaffigan|Anthony Edwards
314385,Angelina Jolie|Brad Pitt|MÃ©lanie Laurent|Melvil Poupaud|Niels Arestrup
333596,C. Thomas Howell|Sean Astin|Jon Voight|Virginia Williams|Brando Eaton
361042,Stephanie Hunt|Sarah Dugdale|Alisha Newton|Hilary Jardine|Richard Harmon
353686,Isla Fisher|Anson Mount|Gillian Jacobs|Jim Parsons|Eva Longoria
318954,Andrew Cheney|John Rhys-Davies|Kara Killmer|Adetokumboh M'Cormack|Steve Blackwood
289191,Kim Basinger|Jordan Prentice|Sebastian Schipper|Peter Stormare|Robert Hunger-BÃ¼hler
324333,Robert Duvall|James Franco|Josh Hartnett|Adriana Barraza|Jim Parrack
252164,Danny Huston|Joe Cole|Alan McKenna|Matthew Goode|Ian Pirie
360784,Alexander SkarsgÃ¥rd|Andrea Riseborough|Emily Alyn Lind|Heather Doerksen|William Ainscough
336313,Mila Kunis|Bob Odenkirk|T.J. Miller|Susan Sarandon|Jennifer Coolidge
240483,Gillian Anderson|Ben Kingsley|Callan McAuliffe|Geraldine James|Steven Mackintosh
321494,RZA|Dustin Nguyen|Eugenia Yuan|Pim Bubear|Cary-Hiroyuki Tagawa
353595,Mark Hamill|Troy Baker|Nolan North|Josh Keaton|Khary Payton
360603,Danica McKellar|Rupert Penry-Jones|Ellie Botterill|Pavel Douglas|Colin McFarlane
264337,Carlos PenaVega|George Lopez|Jamie Lee Curtis|Marisa Tomei|David Del Rio
289716,Haley Joel Osment|Minka Kelly|Noah Wyle|Jeremy Irvine|Adelaide Clemens
296065,Juliana Harkavy|Joshua Mikel|J. Larose|Natalie Victoria|Sarah Sculco
337029,Carrie-Anne Moss|Danny Huston|Xavier Samuel|Tony Todd
317952,Robert Hetrick|JosÃ© Manuel Mireles Valverde
325358,Alex Ashbaugh|Dale Pavinkski|Lili Mirojnick|Andrea Navedo
272548,Rupert Grint|Ron Perlman|Robert Sheehan|Stephen Campbell Moore|Eric Lampaert
340275,Teyonah Parris|Nick Cannon|Angela Bassett|Jennifer Hudson|Samuel L. Jackson
309887,Danny Trejo|Danny Glover|John Amos|Loni Love|Jimmy Bennett
302429,Alan Cumming|Evan Rachel Wood|Elijah Kelley|Meredith Anne Bull|Sam Palladio
253331,Kevin Costner|Jennifer Ehle|Gillian Jacobs|Octavia Spencer|Bill Burr
293771,Jesse Metcalfe|Meghan Ory|Keegan Connor Tracy|Virginia Madsen|Dennis Haysbert
323373,Milo Cawthorne|Kimberley Crossman|Sam Berkley|Delaney Tabron|Colin Moy
323027,Benjamin Bratt|Michael C. Hall|Tamara Taylor|Jason Isaacs|Paget Brewster
297806,Tom Hiddleston|Elizabeth Olsen|David Krumholtz|Bradley Whitford|Maddie Hasson
253626,Ethan Hawke|January Jones|ZoÃ« Kravitz|Jake Abel|Bruce Greenwood
354251,Kate Beahan|Matt Bettinelli-Olpin|Susan Burke|Zoe Cooper|Gerald Downey
329637,Walter Koenig|Sean Young|Manu Intiraymi|Bruce A. Young|Gary Graham
257444,David Morse|Rainn Wilson|Jared Breeze|Mike Vogel|Zuleikha Robinson
355338,Amy Poehler|Phyllis Smith|Bill Hader|Lewis Black|Mindy Kaling
271736,Ben Foster|Chris O'Dowd|Dustin Hoffman|Jesse Plemons|Lee Pace
309581,Viola Davis|Jennifer Lopez|Shea Whigham|Aml Ameen|Andre Royo
293970,Taissa Farmiga|Malin Ã…kerman|Nina Dobrev|Alexander Ludwig|Alia Shawkat
279690,Henry Rollins|Booboo Stewart|Jordan Todosey|Steven Ogg|James Cade
364067,Bill Murray|Paul Shaffer|George Clooney|Miley Cyrus|Michael Cera
318922,Nicholas Hoult|Craig Roberts|Georgia King|Tom Riley|Jim Piddock
335077,Garrett Coffey|Caon Mortenson|Riley Jane|Taylor Coliee|Luke Davis
266639,Aubrey Peeples|Stefanie Scott|Aurora Perrineau|Hayley Kiyoko|Barnaby Carpenter
274504,James Franco|Amber Heard|Ed Harris|Christian Slater|Wilmer Valderrama
244316,James Marsden|Piper Perabo|Billy Bob Thornton|Thomas Jane|Michaela McManus
352208,Michael Moore|Krista Kiuru|Tim Walker
283587,Idris Elba|Opeyemi Fagbohungbe|Abraham Attah|Richard Pepple|Ama K. Abebrese
311539,William Shatner|George Buza|Rob Archer|ZoÃ© De Grand Maison|Alex Ozerov
277713,Peter Mullan|Agyness Deyn|Kevin Guthrie|Hugh Ross|Douglas Rankine
347945,Chad McKnight|Brianne Davis|AJ Bowen|Scott Poythress|Michael Ironside
363483,Katrina Law|Donna Mills|Aaron O'Connell|Melanie Nelson
344854,Anna Lise Phillips|Jack Campbell|Katie Moore|Hamish Phillips|Kieran Thomas McNamara
234212,Maria Bello|Frank Grillo|Cody Horn|Dustin Milligan|Megan Park
354220,Kal Penn|Claudia Lee|Kenny Wormald|Toby Hemingway|Luke Baines
283596,Robert Carlyle|Emma Thompson|Ray Winstone|Ashley Jensen|James Cosmo
250225,Sidse Babett Knudsen|Chiara D'Anna|Monica Swinn|Eugenia Caruso|Fatma Mohamed
