id,original_title,release_date,release_year,runtime,vote_average
19155,Before the Rain,1994-06-09,1994,113,7.3
10872,The Ref,1994-03-09,1994,97,6.8
11067,Major League II,1994-03-30,1994,105,5.2
1702,Death Machine,1994-12-23,1994,117,6.2
10486,My Father the Hero,1994-02-04,1994,90,5.1
31586,North,1994-07-22,1994,87,5.2
20306,Swimming with Sharks,1994-09-10,1994,101,6.6
46094,The Air Up There,1994-01-07,1994,107,4.6
15097,La citÃ© de la peur,1994-03-09,1994,93,7.8
18395,Exit to Eden,1994-10-14,1994,113,4.5
11593,Nobody's Fool,1994-12-23,1994,110,7.2
23719,Trapped in Paradise,1994-12-02,1994,111,5.2
17809,Jing wu ying xiong,1994-12-22,1994,103,7.5
19819,Blue Chips,1994-02-18,1994,108,5.7
26682,Roadracers,1994-07-22,1994,95,4.7
11310,City Slickers II: The Legend of Curly's Gold,1994-06-10,1994,116,5.0
34746,Death Wish 5: The Face of Death,1994-01-14,1994,95,4.3
22317,Lightning Jack,1994-03-11,1994,98,6.1
13701,Immortal Beloved,1994-12-16,1994,121,6.7
1909,Don Juan DeMarco,1994-10-01,1994,97,6.2
11853,Bad Girls,1994-04-22,1994,99,4.7
10879,I Love Trouble,1994-06-29,1994,123,5.4
22137,Riget,1994-11-23,1994,273,6.8
10897,The Little Rascals,1994-08-05,1994,82,6.3
50346,Kickboxer 4: The Aggressor,1994-07-27,1994,90,4.5
18009,Leprechaun 2,1994-04-07,1994,85,5.5
17600,Spanking the Monkey,1994-01-15,1994,106,4.5
29444,S.F.W.,1994-09-15,1994,96,5.8
11212,Baby's Day Out,1994-07-01,1994,99,5.9
16780,Texas Chainsaw Massacre: The Next Generation,1994-01-01,1994,95,3.9
11317,My Girl 2,1994-02-11,1994,99,5.3
17585,Surviving the Game,1994-04-15,1994,96,6.3
17745,Camp Nowhere,1994-08-26,1994,96,5.6
8987,The River Wild,1994-09-30,1994,108,6.0
46717,Intersection,1994-01-21,1994,98,4.6
47504,Little Odessa,1994-10-27,1994,98,5.9
26261,Cops & Robbersons,1994-04-15,1994,93,5.2
11248,Fatherland,1994-11-26,1994,106,5.8
11592,Serial Mom,1994-04-13,1994,95,5.8
16297,With Honors,1994-04-29,1994,103,6.3
18885,3 Ninjas Kick Back,1994-05-06,1994,93,4.5
10635,Threesome,1994-04-08,1994,93,5.9
25284,The Last Seduction,1994-05-26,1994,110,6.5
24767,Iron Will,1994-01-14,1994,108,6.0
21352,Andre,1994-08-17,1994,94,5.5
41582,Monkey Trouble,1994-03-18,1994,96,6.1
43535,A Simple Twist of Fate,1994-09-02,1994,106,4.8
19855,The War,1994-11-04,1994,126,6.4
18069,8 Seconds,1994-02-25,1994,105,7.0
20678,Blankman,1994-08-19,1994,96,4.9
35233,The Scout,1994-09-30,1994,101,5.4
25557,The Puppet Masters,1994-10-21,1994,109,5.2
39466,ã‚´ã‚¸ãƒ©vsã‚¹ãƒšãƒ¼ã‚¹ã‚´ã‚¸ãƒ©,1994-12-10,1994,108,5.3
56149,Bottle Rocket,1994-01-20,1994,13,6.9
34152,Crooklyn,1994-05-13,1994,115,5.6
12635,Backbeat,1994-04-01,1994,100,6.2
26564,Crumb,1994-09-10,1994,119,7.1
10448,Rapa Nui,1994-09-09,1994,107,6.2
37404,Hercules and the Amazon Women,1994-04-24,1994,91,5.7
11795,Guyver: Dark Hero,1994-04-20,1994,127,5.5
18837,Macross Plus,1994-08-24,1994,115,7.1
35977,Pumpkinhead II: Blood Wings,1994-03-16,1994,88,5.1
48232,Twin Sitters,1994-10-01,1994,93,6.1
38940,Men of War,1994-09-04,1994,103,5.3
10450,Il silenzio dei prosciutti,1994-07-13,1994,81,4.6
41387,From Beijing with Love,1994-10-13,1994,94,7.2
11010,Il Postino,1994-09-22,1994,108,7.1
14237,Brainscan,1994-04-22,1994,96,6.4
14425,PCU,1994-04-29,1994,79,6.7
75834,Hercules in the Underworld,1994-11-07,1994,91,4.7
36614,The Sum of Us,1994-07-12,1994,100,5.0
25645,Wing Chun,1994-03-24,1994,93,6.7
75826,Hercules and the Lost Kingdom,1994-05-02,1994,90,5.3
10449,When a Man Loves a Woman,1994-04-29,1994,126,6.2
75822,Hercules and the Circle of Fire,1994-11-05,1994,90,5.2
30114,Wagons East!,1994-08-26,1994,107,4.5
70811,Hercules in the Maze of the Minotaur,1994-11-19,1994,90,5.5
24428,The Avengers,2012-04-25,2012,143,7.3
52520,Underworld: Awakening,2012-01-19,2012,88,6.0
49026,The Dark Knight Rises,2012-07-16,2012,165,7.5
68718,Django Unchained,2012-12-25,2012,165,7.7
37724,Skyfall,2012-10-25,2012,143,6.8
49040,The Bourne Legacy,2012-08-08,2012,120,5.9
49051,The Hobbit: An Unexpected Journey,2012-11-26,2012,169,6.9
70981,Prometheus,2012-05-30,2012,124,6.2
82693,Silver Linings Playbook,2012-09-08,2012,122,6.9
1930,The Amazing Spider-Man,2012-06-27,2012,136,6.4
62177,Brave,2012-06-21,2012,93,6.6
58595,Snow White and the Huntsman,2012-05-30,2012,127,5.7
64688,21 Jump Street,2012-03-12,2012,109,6.7
87827,Life of Pi,2012-11-20,2012,127,7.1
57800,Ice Age: Continental Drift,2012-06-26,2012,88,6.2
72105,Ted,2012-06-29,2012,106,6.4
75780,Jack Reacher,2012-12-20,2012,130,6.2
80278,Lo imposible,2012-09-09,2012,113,6.8
82690,Wreck-It Ralph,2012-11-01,2012,108,7.0
114150,Pitch Perfect,2012-09-28,2012,112,7.2
41154,Men in Black 3,2012-05-23,2012,106,6.1
70160,The Hunger Games,2012-03-12,2012,142,6.7
64635,Total Recall,2012-08-02,2012,121,5.8
83542,Cloud Atlas,2012-10-26,2012,172,6.5
76163,The Expendables 2,2012-08-08,2012,103,6.0
82675,Taken 2,2012-09-27,2012,91,6.0
62213,Dark Shadows,2012-05-08,2012,113,5.6
84892,The Perks of Being a Wallflower,2012-09-20,2012,102,7.6
68734,Argo,2012-10-11,2012,120,7.0
71552,American Reunion,2012-04-04,2012,113,6.0
77930,Magic Mike,2012-06-28,2012,110,6.1
22970,The Cabin in the Woods,2012-04-12,2012,95,6.5
81188,Rise of the Guardians,2012-11-21,2012,97,6.9
72570,The Vow,2012-02-05,2012,104,6.9
72545,Journey 2: The Mysterious Island,2012-01-19,2012,94,5.8
82390,The Paperboy,2012-09-14,2012,107,5.4
72387,Safe,2012-04-16,2012,94,6.2
72331,Abraham Lincoln: Vampire Hunter,2012-06-20,2012,94,5.5
58244,Upside Down,2012-09-27,2012,104,6.1
123025,"Batman: The Dark Knight Returns, Part 1",2012-09-06,2012,76,7.6
73723,The Lorax,2012-03-01,2012,86,6.3
83666,Moonrise Kingdom,2012-05-16,2012,94,7.6
114478,Starship Troopers: Invasion,2012-07-21,2012,89,5.6
49049,Dredd,2012-09-07,2012,95,6.5
44833,Battleship,2012-04-11,2012,131,5.5
80271,LOL,2012-02-10,2012,97,5.8
75258,Secret of the Wings,2012-08-17,2012,92,6.5
59962,This Means War,2012-02-14,2012,103,5.9
82695,Les MisÃ©rables,2012-12-18,2012,157,7.0
62764,Mirror Mirror,2012-03-15,2012,106,5.4
49529,John Carter,2012-03-07,2012,132,6.0
59967,Looper,2012-09-26,2012,118,6.5
50620,The Twilight Saga: Breaking Dawn - Part 2,2012-11-13,2012,115,6.1
97630,Zero Dark Thirty,2012-12-19,2012,157,6.5
70435,Haywire,2012-01-18,2012,93,5.5
57165,Wrath of the Titans,2012-03-27,2012,99,5.5
85446,Step Up Revolution,2012-07-26,2012,99,6.6
76726,Chronicle,2012-02-01,2012,84,6.5
75674,Act of Valor,2012-02-24,2012,110,6.3
76492,Hotel Transylvania,2012-09-20,2012,91,6.7
82507,Sinister,2012-03-29,2012,110,6.7
87826,Here Comes the Boom,2012-10-11,2012,105,6.1
77016,End of Watch,2012-09-20,2012,109,7.1
96724,Anna Karenina,2012-09-06,2012,130,6.4
72976,Lincoln,2012-11-09,2012,149,6.6
76494,What to Expect When You're Expecting,2012-05-17,2012,110,5.7
76493,The Dictator,2012-05-15,2012,83,5.9
10679,Iron Sky,2012-03-10,2012,93,5.5
77877,The Lucky One,2012-04-19,2012,101,6.8
57214,Project X,2012-03-01,2012,88,6.5
77866,Contraband,2012-01-12,2012,109,6.1
111969,Stuck in Love,2012-09-09,2012,97,7.2
80321,Madagascar 3: Europe's Most Wanted,2012-06-06,2012,93,6.4
140420,Paperman,2012-11-02,2012,7,8.0
82633,Lawless,2012-08-29,2012,115,6.7
79548,Gone,2012-02-23,2012,94,6.0
70436,The Raven,2012-03-09,2012,111,6.0
80585,Rock of Ages,2012-06-13,2012,123,5.9
127493,Stolen,2012-05-17,2012,96,5.1
97434,Gambit,2012-11-07,2012,89,4.9
82684,Chasing Mavericks,2012-10-25,2012,117,7.0
80035,The Watch,2012-07-26,2012,98,5.3
72197,The Pirates! In an Adventure with Scientists!,2012-03-12,2012,88,6.4
68722,The Master,2012-09-07,2012,137,6.8
136911,The Factory,2012-10-19,2012,108,5.5
72207,The Five-Year Engagement,2012-04-27,2012,124,5.6
89492,This Is 40,2012-12-20,2012,134,5.5
81796,Lockout,2012-04-12,2012,95,5.8
50647,Wanderlust,2012-02-24,2012,98,5.2
65086,The Woman in Black,2012-02-01,2012,95,6.1
62214,Frankenweenie,2012-10-04,2012,87,6.5
87428,That's My Boy,2012-06-14,2012,116,5.6
59961,Safe House,2012-02-09,2012,115,6.2
82525,Savages,2012-07-06,2012,131,6.2
80389,Get the Gringo,2012-03-15,2012,95,6.1
116613,The Sweeney,2012-09-11,2012,112,5.7
84199,The First Time,2012-10-19,2012,95,7.1
87502,Flight,2012-11-02,2012,138,6.4
49527,Man on a Ledge,2012-01-13,2012,102,6.2
86838,Seven Psychopaths,2012-09-07,2012,110,6.6
78698,Big Miracle,2012-02-02,2012,107,6.5
86467,Bel Ami,2012-03-09,2012,102,5.1
125509,Wrong Turn 5: Bloodlines,2012-10-23,2012,91,4.9
103620,Maniac,2012-12-26,2012,89,5.8
127517,Disconnect,2012-09-11,2012,115,6.7
98548,People Like Us,2012-06-29,2012,114,6.6
71668,Piranha 3DD,2012-05-11,2012,83,4.2
112336,Hitchcock,2012-11-22,2012,98,6.2
77883,The Possession,2012-08-30,2012,92,5.8
61012,Silent Hill: Revelation 3D,2012-10-10,2012,94,5.1
64689,Killing Them Softly,2012-09-20,2012,97,5.7
77948,The Cold Light of Day,2012-04-04,2012,93,4.8
133121,Biohazard: Damnation,2012-09-25,2012,100,6.2
60599,Arbitrage,2012-09-14,2012,100,5.9
68812,The Iceman,2012-09-01,2012,105,6.4
77953,The Campaign,2012-08-09,2012,85,5.5
90369,Now Is Good,2012-05-25,2012,103,7.4
60747,Red Dawn,2012-11-21,2012,93,5.3
75638,Red Lights,2012-03-02,2012,119,6.1
76489,The Three Stooges,2012-04-13,2012,92,4.9
82696,Hope Springs,2012-08-07,2012,100,5.6
95516,Cleanskin,2012-03-08,2012,108,5.1
60281,To the Wonder,2012-09-02,2012,112,5.6
97430,The Man with the Iron Fists,2012-11-02,2012,96,5.1
74387,Goon,2012-01-06,2012,92,6.3
134375,Home Alone: The Holiday Heist,2012-11-25,2012,87,5.2
102780,Byzantium,2012-09-09,2012,118,5.7
72358,A Thousand Words,2012-03-07,2012,91,5.8
115290,Blue Lagoon: The Awakening,2012-06-16,2012,85,6.1
109099,Passion,2012-09-07,2012,100,4.9
81446,The Baytown Outlaws,2012-08-27,2012,98,5.5
87825,Trouble with the Curve,2012-09-21,2012,111,6.7
81836,To Rome with Love,2012-04-20,2012,111,5.5
93856,Chernobyl Diaries,2012-05-24,2012,88,4.8
94901,About Cherry,2012-02-14,2012,102,4.4
112200,Thanks for Sharing,2012-09-07,2012,112,5.6
82505,House at the End of the Street,2012-09-21,2012,101,5.6
94348,Alex Cross,2012-10-18,2012,101,5.2
54054,One for the Money,2012-01-26,2012,91,5.2
121826,Quartet,2012-09-08,2012,98,6.2
84305,Lay the Favorite,2012-06-22,2012,94,4.9
71864,The Odd Life of Timothy Green,2012-08-15,2012,105,6.5
103332,Ruby Sparks,2012-07-25,2012,104,6.9
84178,Black Rock,2012-01-21,2012,83,4.8
77174,ParaNorman,2012-08-03,2012,90,6.6
133694,Promised Land,2012-09-23,2012,106,5.7
82650,Diary of a Wimpy Kid: Dog Days,2012-08-02,2012,94,5.9
111839,Hemingway & Gellhorn,2012-08-27,2012,155,6.2
121674,Great Expectations,2012-11-30,2012,128,6.0
78049,The Scorpion King 3 : Battle for Redemption,2012-01-17,2012,106,4.1
96399,For Greater Glory - The True Story of Cristiada,2012-06-01,2012,145,6.8
72431,Red Tails,2012-01-19,2012,125,6.1
127521,6 Bullets,2012-09-11,2012,115,5.0
97051,Would You Rather,2012-10-14,2012,93,5.7
82679,Fun Size,2012-10-25,2012,87,5.4
77875,Playing for Keeps,2012-11-29,2012,106,5.4
104755,The Lords of Salem,2012-09-10,2012,101,4.7
119698,The Dinosaur Project,2012-08-09,2012,83,4.5
49526,Premium Rush,2012-08-24,2012,91,6.1
84174,Bachelorette,2012-08-06,2012,87,5.3
152581,Room on the Broom,2012-12-25,2012,25,6.3
82687,The Guilt Trip,2012-12-19,2012,95,5.3
107170,Ghost Recon: Alpha,2012-05-03,2012,24,7.4
113947,The Sessions,2012-05-02,2012,98,6.3
121789,At Any Price,2012-08-30,2012,105,5.5
88005,Seeking a Friend for the End of the World,2012-06-22,2012,101,6.2
82881,Tangled Ever After,2012-01-13,2012,6,7.2
82631,Won't Back Down,2012-09-28,2012,121,5.2
99770,AstÃ©rix & ObÃ©lix - Au service de Sa MajestÃ©,2012-10-17,2012,110,4.9
83686,The Words,2012-09-07,2012,96,6.3
106021,Erased,2012-09-27,2012,100,5.5
85373,StreetDance 2,2012-03-30,2012,85,5.3
70667,Kon-Tiki,2012-08-24,2012,118,6.9
82990,Paranormal Activity 4,2012-10-17,2012,95,5.3
121642,Venuto al mondo,2012-09-13,2012,127,6.8
83770,On the Road,2012-05-22,2012,137,5.6
89455,360,2012-07-25,2012,110,5.7
122857,Universal Soldier: Day of Reckoning,2012-10-04,2012,114,5.1
79935,Fortress,2012-04-01,2012,89,5.5
135812,Dracula 3D,2012-01-29,2012,109,3.3
125490,Antiviral,2012-09-19,2012,110,5.7
123105,The Bay,2012-09-13,2012,84,5.4
92591,Bernie,2012-04-27,2012,100,6.3
118683,Maximum Conviction,2012-10-25,2012,97,4.6
93837,So Undercover,2012-01-01,2012,94,5.7
89185,Radio Rebel,2012-02-17,2012,90,5.8
123024,London 2012 Olympic Opening Ceremony: Isles of Wonder,2012-07-27,2012,220,8.3
91739,Much Ado About Nothing,2012-09-08,2012,107,7.1
119360,Io e te,2012-09-18,2012,103,5.6
84200,"For a Good Time, Call...",2012-08-31,2012,85,5.8
110160,Laurence Anyways,2012-05-18,2012,168,7.5
101179,Truth or Dare,2012-08-05,2012,95,5.6
113594,A Turtleâ€™s Tale 2: Sammyâ€™s Escape From Paradise,2012-08-15,2012,92,5.7
84575,Tooth Fairy 2,2012-03-06,2012,90,4.9
82618,Girl in Progress,2012-05-11,2012,93,5.3
88042,Parental Guidance,2012-12-25,2012,104,5.9
134366,Grave Encounters 2,2012-10-12,2012,95,5.1
84348,V/H/S,2012-07-28,2012,116,5.8
87504,Hyde Park on Hudson,2012-12-07,2012,94,5.2
76487,The Devil Inside,2012-01-06,2012,83,4.5
136080,Flukt,2012-09-28,2012,76,5.4
116979,Chained,2012-08-05,2012,94,6.3
134597,The Collection,2012-09-21,2012,94,5.8
59963,Dark Tide,2012-03-28,2012,113,4.9
86597,The Tall Man,2012-03-19,2012,106,5.6
109584,Broken,2012-08-22,2012,91,6.3
135281,Camille redouble,2012-09-12,2012,115,5.9
91679,Starlet,2012-11-09,2012,103,6.5
127372,Emperor,2012-09-14,2012,105,6.0
122293,The Philadelphia Experiment,2012-07-27,2012,85,4.2
67660,Think Like a Man,2012-04-16,2012,123,6.6
133558,Saints and Soldiers: Airborne Creed,2012-08-17,2012,94,5.0
109513,Hit & Run,2012-08-22,2012,100,5.4
112090,Branded,2012-09-06,2012,106,4.6
130267,Seal Team Six: The Raid on Osama Bin Laden,2012-11-04,2012,90,5.6
121824,Stand Up Guys,2012-03-08,2012,95,5.8
127867,The Brass Teapot,2012-09-08,2012,100,5.6
39957,Burning Bright,2012-05-02,2012,89,5.3
119569,Marvel One-Shot: Item 47,2012-09-13,2012,12,6.7
127884,Come Out and Play,2012-09-13,2012,87,4.9
97614,Deadfall,2012-11-08,2012,95,5.5
127374,Arthur Newman,2012-09-07,2012,101,5.5
75761,John Dies at the End,2012-01-23,2012,99,5.9
84306,Liberal Arts,2012-09-14,2012,97,6.1
94352,Cirque du Soleil: Worlds Away,2012-11-09,2012,91,5.9
117974,Sightseers,2012-11-30,2012,88,6.0
84188,Compliance,2012-08-23,2012,90,6.3
84194,Excision,2012-09-12,2012,81,5.9
136701,Tong que tai,2012-09-26,2012,107,5.6
87496,The Company You Keep,2012-09-06,2012,121,5.8
89691,ATM,2012-02-17,2012,90,5.5
112304,Soldiers of Fortune,2012-06-07,2012,94,4.9
98948,Abraham Lincoln vs. Zombies,2012-05-29,2012,90,4.1
84175,Beasts of the Southern Wild,2012-06-29,2012,93,6.6
106717,The Last Will and Testament of Rosalind Leigh,2012-11-09,2012,82,4.7
141102,The Swan Princess Christmas,2012-11-05,2012,90,6.4
84577,7 Below,2012-04-16,2012,90,4.5
128136,My Awkward Sexual Adventure,2012-09-11,2012,98,5.4
147132,A Bride for Christmas,2012-12-01,2012,90,5.8
75204,Imaginaerum,2012-11-10,2012,80,6.0
103328,Holy Motors,2012-07-02,2012,115,6.7
133931,Zambezia,2012-06-05,2012,83,5.1
139567,Fire with Fire,2012-08-31,2012,97,5.7
84332,Safety Not Guaranteed,2012-06-08,2012,85,6.7
130925,Partysaurus Rex,2012-09-14,2012,7,7.5
127962,Leviathan,2012-08-09,2012,87,6.0
86759,Rosewood Lane,2012-01-01,2012,81,5.0
84383,I Am Bruce Lee,2012-02-09,2012,90,7.0
96599,Eden,2012-03-11,2012,98,6.5
128248,What Richard Did,2012-09-09,2012,87,4.9
98339,The Samaritan,2012-03-02,2012,90,4.7
95755,Small Apartments,2012-03-10,2012,96,5.1
86541,PromociÃ³n Fantasma,2012-02-03,2012,88,5.5
79694,The Apparition,2012-08-23,2012,82,4.4
94354,Eating Out: The Open Weekend,2012-07-01,2012,80,6.5
132137,Werewolf: The Beast Among Us,2012-10-09,2012,93,4.7
119431,Halo 4: Forward Unto Dawn,2012-10-05,2012,92,6.5
128841,The Thompsons,2012-08-21,2012,84,4.0
120292,Not Suitable For Children,2012-07-12,2012,97,5.5
74505,Lovely Molly,2012-05-18,2012,100,4.6
100183,Outpost: Black Sun,2012-01-01,2012,101,3.7
98066,The Babymakers,2012-08-03,2012,98,4.8
94380,Bad Ass,2012-04-12,2012,90,5.4
84165,2 Days in New York,2012-03-28,2012,91,5.3
101325,The Forger,2012-07-03,2012,96,6.8
121872,Ginger & Rosa,2012-09-07,2012,89,6.3
102629,El Gringo,2012-05-10,2012,98,4.8
84329,Robot & Frank,2012-08-16,2012,85,6.7
80318,The Motel Life,2012-11-16,2012,95,4.9
84105,Frenemies,2012-01-13,2012,86,5.1
118957,Bait,2012-09-05,2012,93,5.2
177221,The Battery,2012-10-13,2012,101,5.7
257368,Battlestar Galactica: Blood & Chrome,2012-11-09,2012,91,6.6
100683,Dragon Eyes,2012-05-10,2012,88,4.1
49014,Cosmopolis,2012-05-25,2012,109,4.8
97605,Extracted,2012-03-10,2012,85,5.5
90125,Marley,2012-04-20,2012,144,7.4
85207,Airborne,2012-03-15,2012,78,3.3
94104,"3, 2, 1... Frankie Go Boom",2012-10-12,2012,89,5.2
135858,Dungeons & Dragons: The Book of Vile Darkness,2012-08-08,2012,90,4.1
114606,Cockneys vs Zombies,2012-08-31,2012,88,5.6
119117,Hijacked,2012-07-31,2012,90,2.9
136278,Blood,2012-10-09,2012,92,6.0
79465,Loosies,2012-02-01,2012,89,6.1
110354,Side by Side,2012-08-19,2012,99,7.0
119738,Thunderstruck,2012-08-24,2012,94,5.8
100089,Nazis at the Center of the Earth,2012-04-23,2012,90,3.1
84203,Goats,2012-08-10,2012,92,5.7
52001,Citadel,2012-07-11,2012,85,4.8
127651,The Seasoning House,2012-08-21,2012,89,6.4
110146,The Sapphires,2012-08-08,2012,103,6.4
60540,Sushi Girl,2012-12-07,2012,98,5.2
98205,Rebelle,2012-02-17,2012,90,5.6
122800,Freelancers,2012-08-10,2012,96,4.7
91010,Game Change,2012-03-09,2012,118,6.1
136405,The Outback,2012-01-12,2012,85,4.7
98582,Grupo 7,2012-04-03,2012,95,5.5
84281,Hello I Must Be Going,2012-09-07,2012,95,5.4
150015,Love at the Christmas Table,2012-11-25,2012,91,6.2
160070,Apartment 1303 3D,2012-12-06,2012,101,4.0
92645,Grimm's Snow White,2012-03-13,2012,89,6.1
134371,Atlas Shrugged Part II,2012-10-12,2012,112,5.5
126757,100 Bloody Acres,2012-08-04,2012,91,5.5
96821,Cesare deve morire,2012-02-11,2012,76,6.2
78215,Into the White,2012-03-06,2012,100,6.5
86555,Take This Waltz,2012-05-25,2012,116,6.3
101176,The Butterfly Room,2012-08-04,2012,87,5.7
138222,Best Man Down,2012-10-20,2012,90,5.9
84290,Keep the Lights On,2012-02-25,2012,101,5.5
100529,Lola Versus,2012-04-24,2012,87,4.9
82533,Damsels in Distress,2012-04-06,2012,99,5.6
95754,Big Time Movie,2012-03-10,2012,68,6.4
62008,Good Deeds,2012-02-23,2012,111,6.2
120605,The Punisher: Dirty Laundry,2012-07-16,2012,10,7.0
63574,Joyful Noise,2012-01-13,2012,117,6.7
101731,The Magic of Belle Isle,2012-07-06,2012,109,7.1
118612,After,2012-08-27,2012,90,5.6
84330,Room 237,2012-10-26,2012,102,6.3
91342,Barbie in A Mermaid Tale 2,2012-02-23,2012,74,6.0
84336,Shadow Dancer,2012-02-12,2012,101,5.6
84184,Celeste & Jesse Forever,2012-08-03,2012,91,6.4
94204,Meeting Evil,2012-05-03,2012,89,4.4
115084,Piranhaconda,2012-06-16,2012,90,3.5
117923,Assassin's Bullet,2012-08-01,2012,91,3.1
124972,Generation Um...,2012-07-11,2012,96,4.8
90118,A Little Bit Zombie,2012-02-03,2012,87,5.9
85414,Brake,2012-03-22,2012,92,5.2
129533,Barbie: The Princess & The Popstar,2012-09-13,2012,86,5.8
122192,Le Guetteur,2012-09-05,2012,89,5.5
122924,One in the Chamber,2012-08-21,2012,91,3.9
136403,Populaire,2012-11-27,2012,111,6.5
127370,Song for Marion,2012-09-15,2012,93,6.5
84287,The Imposter,2012-07-13,2012,95,7.3
114958,Storage 24,2012-06-29,2012,87,3.6
84317,Nobody Walks,2012-10-19,2012,83,5.2
103370,Madea's Witness Protection,2012-06-29,2012,114,6.1
141423,The Legend of Mor'du,2012-01-01,2012,6,5.7
85546,Une vie meilleure,2012-01-03,2012,110,5.9
135647,The Details,2012-11-02,2012,96,5.9
80384,Breaking Wind,2012-03-27,2012,83,4.1
133369,The Conspiracy,2012-08-23,2012,85,5.6
124075,More Than Honey,2012-08-10,2012,90,6.7
98368,Modus Anomali,2012-04-26,2012,87,5.3
87440,Struck by Lightning,2012-04-20,2012,90,6.0
119193,Ce que le jour doit Ã  la nuit,2012-09-12,2012,182,7.4
138376,A Dark Truth,2012-11-29,2012,106,5.6
84341,Smashed,2012-09-12,2012,85,6.1
86703,2-Headed Shark Attack,2012-01-17,2012,90,3.4
103173,Dragon Age: Dawn of the Seeker,2012-02-11,2012,90,5.5
115276,Pusher,2012-10-12,2012,86,5.2
121831,"Love, Marilyn",2012-09-12,2012,105,6.2
138038,Girl vs. Monster,2012-10-12,2012,89,5.0
150229,Boot Tracks,2012-10-31,2012,91,3.8
121873,Hannah Arendt,2012-09-11,2012,113,6.8
71679,Resident Evil: Retribution,2012-09-12,2012,95,5.6
119685,Mass Effect: Paragon Lost,2012-12-28,2012,84,6.6
92393,Tape 407,2012-04-27,2012,90,3.0
46429,Gallowwalkers,2012-10-27,2012,90,4.2
126277,American Mary,2012-05-31,2012,98,5.9
129734,Paradies: Glaube,2012-08-29,2012,113,6.4
135921,Everything or Nothing: The Untold Story of 007,2012-10-05,2012,98,6.8
119478,Devil Seed,2012-05-16,2012,93,5.0
106337,Free Samples,2012-05-20,2012,80,6.3
76589,Justice League: Doom,2012-02-28,2012,77,7.1
130739,Oh Boy,2012-07-03,2012,88,7.1
109391,The We and the I,2012-09-12,2012,103,5.3
126337,Unconditional,2012-09-21,2012,92,5.8
109843,Ill Manors,2012-06-06,2012,121,5.9
98369,Blue Like Jazz,2012-04-13,2012,106,6.5
98586,The Pelayos,2012-04-26,2012,90,4.6
84316,My Brother the Devil,2012-01-22,2012,111,6.2
139463,The Scapegoat,2012-09-09,2012,100,6.2
84342,Something from Nothing: The Art of Rap,2012-06-15,2012,106,6.5
141528,Time Travel Mater,2012-06-12,2012,7,6.0
133764,Aurora,2012-06-29,2012,120,5.6
135309,Lake Placid: The Final Chapter,2012-09-29,2012,86,4.1
148265,Eega,2012-06-06,2012,145,6.6
79550,Rogue River,2012-01-16,2012,81,5.2
105528,Cowgirls n' Angels,2012-05-25,2012,92,5.3
136793,Dino Time,2012-12-07,2012,85,5.0
110323,ThÃ©rÃ¨se Desqueyroux,2012-05-27,2012,110,4.2
96973,Jesus Henry Christ,2012-05-04,2012,92,6.2
80215,Indie Game: The Movie,2012-05-18,2012,96,7.3
72890,Girl Most Likely,2012-09-07,2012,103,5.7
102630,Stash House,2012-05-11,2012,95,5.1
128876,Tower Block,2012-09-19,2012,90,5.3
124461,A Glimpse Inside the Mind of Charles Swan III,2012-11-15,2012,86,4.5
110397,Main dans la main,2012-12-17,2012,81,5.3
101519,A Fantastic Fear of Everything,2012-06-07,2012,100,5.6
123362,Insensibles,2012-10-09,2012,105,5.9
72334,Chimpanzee,2012-04-20,2012,78,6.4
128241,The Rise,2012-09-09,2012,106,6.0
94671,Jayne Mansfield's Car,2012-02-13,2012,122,6.0
84333,Save the Date,2012-01-01,2012,98,6.2
104859,Mac & Devin Go to High School,2012-07-03,2012,75,4.9
92000,Columbus Circle,2012-03-05,2012,82,5.9
82485,Transit,2012-01-02,2012,88,5.7
89237,Electrick Children,2012-02-10,2012,96,6.6
121598,Midnight's Children,2012-10-26,2012,148,5.0
89857,High Road,2012-03-06,2012,87,6.0
105965,Beverly Hills Chihuahua 3 - Viva La Fiesta!,2012-09-03,2012,89,5.5
84204,Grabbers,2012-08-10,2012,94,5.6
139933,Kiss of the Damned,2012-11-07,2012,95,4.6
109500,Dawn Rider,2012-05-29,2012,94,5.2
103269,Superman vs. The Elite,2012-06-12,2012,76,6.3
78571,Being Flynn,2012-03-02,2012,102,5.3
84185,Chasing Ice,2012-10-01,2012,74,7.7
84169,Ai Weiwei: Never Sorry,2012-06-14,2012,91,7.3
128190,The Pervert's Guide to Ideology,2012-09-07,2012,136,7.5
121606,Resolution,2012-04-20,2012,93,5.9
128311,Under the Bed,2012-07-19,2012,87,4.9
121597,Comedown,2012-08-23,2012,90,5.0
146631,Alien Uprising,2012-12-14,2012,101,3.0
162145,The Liability,2012-11-24,2012,95,5.4
190899,Dead Mine,2012-09-27,2012,91,4.6
88036,Sparkle,2012-08-17,2012,116,5.9
103747,The Angels' Share,2012-06-01,2012,101,6.9
102222,The Philly Kid,2012-05-11,2012,94,4.9
127913,DjÃºpiÃ°,2012-09-07,2012,95,6.2
80304,Casa De Mi Padre,2012-03-15,2012,84,5.4
121879,A Late Quartet,2012-11-02,2012,105,6.4
84166,28 Hotel Rooms,2012-01-21,2012,82,6.1
126323,Mine Games,2012-12-01,2012,88,4.7
139715,Detention of the Dead,2012-04-27,2012,87,4.0
